t,x,tf,ts
0.83790314,0.23,3.1284387,2.640397
0.73621875,0.665,1.279821,1.1536595
0.6765125,0.164,3.176545,2.5046723
0.38625938,0.235,1.5886734,1.1877128
0.7965375,0.953,1.0454727,1.0270596
0.5200844,0.393,1.4692733,1.2194983
0.5103094,0.8,1.0011424,1.0005388
0.044471875,0.262,1.000032,0.9999066
0.2525,0.517,1.0001248,1.0000929
0.28749374,0.779,1.0000674,1.0001749
0.90493435,0.362,2.7099092,2.2994943
0.030209376,0.103,1.0001003,0.9999369
0.5456625,0.758,1.0068184,1.0031234
0.09870312,0.702,1.0001025,1.0001477
0.4073875,0.267,1.5291187,1.1851887
0.6961875,0.546,1.4867684,1.2757586
0.94172186,0.144,3.5539758,3.0943513
0.6574187,0.511,1.492662,1.2715453
0.121725,0.534,1.0001277,1.0001153
0.17543125,0.961,0.9999368,1.000221
0.43700624,0.351,1.2907883,1.109869
0.7763969,0.744,1.2085613,1.1139932
0.54277813,0.769,1.0052646,1.0024132
0.28902814,0.77,1.000078,1.0001705
0.9153,0.333,2.843361,2.4265585
0.16869688,0.875,0.9999641,1.0002073
0.8224406,0.763,1.2470744,1.1403441
0.39013124,0.763,1.0001438,1.0000241
0.0450625,0.363,1.0000691,0.99998873
0.19422187,0.627,1.0000672,1.0001583
0.2604156,0.97,0.9999408,1.0002301
0.362,0.87,1.0000795,1.0001156
0.71592814,0.377,2.206971,1.7868512
0.7006,0.822,1.0513965,1.0244584
0.70555,0.841,1.044829,1.0212387
0.018259374,0.578,1.0000819,1.0000713
0.13955937,0.748,1.000055,1.0001743
0.8604,0.906,1.1178744,1.0693138
0.66555,0.855,1.021209,1.0094575
0.6591719,0.55,1.3816416,1.2052095
0.22104688,0.218,1.0000314,0.999919
0.27965,0.199,1.0091372,1.0011718
0.8457031,0.064,3.7663317,3.1298854
0.68178123,0.981,1.0061585,1.0032928
0.88975,0.334,2.7935934,2.3687785
0.89442813,0.199,3.3216665,2.8561647
0.8244531,0.4,2.3825943,1.9790583
0.9446094,0.858,1.2716612,1.1693522
0.6301531,0.236,2.6913435,2.0824003
0.60655314,0.833,1.009374,1.0039893
0.50771564,0.102,3.2515392,2.1917922
0.6883531,0.039,3.8065414,2.8810713
0.4244,0.959,0.9999388,1.0000285
0.42592812,0.063,3.4109066,1.9619769
0.95215,0.436,2.5130765,2.1393628
0.48451564,0.655,1.0067897,1.0029117
0.06823438,0.395,1.0000916,1.000035
0.716525,0.792,1.083192,1.0411438
0.6785687,0.17,3.149354,2.4876552
0.9425281,0.092,3.7170749,3.2148495
0.71874374,0.59,1.4168019,1.2355703
0.09707812,0.314,1.0000426,1.0000018
0.098346874,0.419,1.0001022,1.000063
0.16574375,0.717,1.0000501,1.0001779
0.57698435,0.67,1.0488875,1.0222617
0.329325,0.419,1.0004448,1.0000623
0.43295312,0.765,1.0001256,1.0000429
0.2275375,0.034,1.0013072,0.9989644
0.8325344,0.613,1.6122448,1.3840597
0.13504687,0.074,1.0002794,1.0001508
0.7309281,0.382,2.2254612,1.8088578
0.45371562,0.4,1.2027146,1.0789723
0.07345313,0.443,1.0001154,1.0000652
0.16403125,0.322,0.99999684,1.0000169
0.35322812,0.6,1.0001948,0.99996245
0.9257875,0.239,3.2143285,2.7794752
0.35256875,0.982,1.0000006,1.0001576
0.09414063,0.254,1.0000266,0.9999671
0.44902188,0.51,1.0338794,1.012543
0.4061125,0.261,1.5575984,1.1945987
0.7495437,0.303,2.641031,2.1537192
0.83248127,0.169,3.364837,2.8394191
0.30714062,0.433,1.0001901,0.99993694
0.55613124,0.035,3.7686086,2.537588
0.949625,0.299,3.0281608,2.6163228
0.9147281,0.056,3.8184874,3.2391856
0.039328124,0.482,1.0001062,1.0000582
0.83024377,0.43,2.2708042,1.8886336
0.37914687,0.158,2.214788,1.3819501
0.8952063,0.977,1.1027246,1.0694625
0.4994625,0.224,2.3375251,1.6710199
0.6046625,0.646,1.0980974,1.0462948
0.4436,0.066,3.4174938,2.0373983
0.5581156,0.356,1.7881896,1.4119635
0.17709063,0.732,1.0000345,1.0001847
0.49453437,0.068,3.4816926,2.2484305
0.9172125,0.607,1.8199711,1.552503
0.24068438,0.524,1.000101,1.0001057
0.14044687,0.043,1.000239,1.0002573
0.61545,0.48,1.4736339,1.2504851
0.47713125,0.25,2.0523152,1.4860874
0.31890312,0.383,1.000531,1.0000864
0.47746563,0.061,3.5125384,2.1988647
0.58382815,0.817,1.0071183,1.0030631
0.8309625,0.387,2.452708,2.0409918
0.15116562,0.994,0.99995023,1.000212
0.3664531,0.082,3.013584,1.5779696
0.30403438,0.601,1.0002216,1.0000668
0.36043125,0.424,1.0049306,1.0015298
0.34085938,0.991,0.99999654,1.0001742
0.79971874,0.753,1.2290856,1.1277484
0.65578437,0.942,1.0053455,1.0023074
0.76137185,0.745,1.1855696,1.0996796
0.9122,0.525,2.0918686,1.7671019
0.24390624,0.113,1.0010296,0.9996533
0.45511875,0.552,1.0188446,1.0070715
0.61104375,0.689,1.0660676,1.0309349
0.06653438,0.394,1.0000902,1.0000333
0.003984375,0.556,1.000063,1.0000463
0.0383,0.342,1.000058,0.99996156
0.91375,0.331,2.8484771,2.4305806
0.79841876,0.625,1.5018606,1.3024793
0.13541563,0.998,0.99996066,1.0002016
0.08399375,0.222,1.0000355,0.9999463
0.41792813,0.309,1.3699436,1.132757
0.1996,0.436,1.0000453,1.0000759
0.06773125,0.911,1.000012,1.0001396
0.40626562,0.489,1.0110688,1.0037477
0.86464685,0.459,2.2345655,1.8708116
0.17433125,0.959,0.9999368,1.0002203
0.91686875,0.512,2.1502035,1.8162836
0.9434625,0.445,2.4611032,2.09036
0.35335624,0.406,1.005179,1.001561
0.4405625,0.599,1.004079,1.0016177
0.10146563,0.838,1.000031,1.0001638
0.9068375,0.056,3.8160098,3.2288973
0.2251375,0.925,0.9999316,1.0002283
0.75570625,0.756,1.1630518,1.0864309
0.91573125,0.249,3.164594,2.7268693
0.039840624,0.743,1.0000672,1.0001125
0.38345626,0.54,1.0008459,1.000277
0.4083875,0.298,1.3688774,1.1277989
0.73551565,0.624,1.3680605,1.2074091
0.6634531,0.002,3.9894893,2.8540256
0.64814687,0.023,3.8751595,2.8072543
0.37045,0.093,2.8999004,1.5646166
0.91319686,0.653,1.6700761,1.4388087
0.9411656,0.086,3.7348456,3.2244756
0.702325,0.031,3.8499787,2.9210188
0.12705626,0.273,1.0000112,0.99999064
0.745575,0.037,3.835921,2.9999425
0.10764375,0.705,1.0000981,1.0001525
0.61903435,0.089,3.4964545,2.6013448
0.9438656,0.201,3.3682425,2.9338136
0.5652781,0.435,1.4715989,1.2357569
0.92920935,0.401,2.6029437,2.212242
0.53062814,0.536,1.1235731,1.0542736
0.65026873,0.408,1.8677089,1.5105156
0.8337844,0.348,2.6250782,2.190704
0.392975,0.091,3.031666,1.6996639
0.38394687,0.887,1.0000563,1.0000869
0.23040625,0.975,0.999928,1.0002354
0.19432187,0.357,1.0000069,1.0000333
0.49447188,0.216,2.3733122,1.6830755
0.5714875,0.391,1.6732321,1.3518488
0.054996874,0.965,1.0000019,1.0001266
0.35042813,0.749,1.0001868,1.0000769
0.773175,0.777,1.1587961,1.0847957
0.606275,0.077,3.5512264,2.598442
0.7333781,0.417,2.0759833,1.6961263
0.75509685,0.517,1.7371387,1.4564078
0.368475,0.917,1.0000359,1.0001199
0.8824875,0.456,2.2872822,1.9206487
0.41249374,0.87,1.0000373,1.0000374
0.34866562,0.978,1.0000006,1.0001619
0.92785,0.888,1.2084645,1.1293736
0.5592656,0.467,1.3457607,1.1671051
0.6650438,0.688,1.128821,1.0640978
0.37994376,0.101,2.857649,1.5912709
0.4253125,0.3,1.4537013,1.1685628
0.4999625,0.533,1.0770452,1.0318973
0.43790936,0.399,1.1551929,1.0577548
0.012009375,0.677,1.0000536,1.0000815
0.3721156,0.252,1.374726,1.1097732
0.57925,0.237,2.5401914,1.9115833
0.7946375,0.726,1.2666848,1.1502919
0.6645125,0.524,1.4710083,1.2598013
0.6987906,0.262,2.7228496,2.1791747
0.13320625,0.08,1.0002766,1.0001333
0.4752344,0.43,1.1944997,1.0793066
0.47833124,0.708,1.001885,1.0009266
0.41269687,0.388,1.1050841,1.0363437
0.2550625,0.977,0.9999379,1.0002326
0.16109687,0.147,1.0000972,0.999985
0.6155844,0.567,1.23888,1.1192567
0.50575,0.348,1.6100984,1.2844678
0.26244062,0.216,1.000173,0.9998664
0.75667185,0.242,2.9408054,2.410581
0.50953436,0.479,1.1780851,1.0769595
0.79621565,0.722,1.2765346,1.1564804
0.3647625,0.339,1.0581788,1.0166793
0.8811531,0.536,1.9808396,1.6702191
0.32985312,0.845,1.0000795,1.0001518
0.5015625,0.198,2.5314429,1.7846146
0.039275,0.298,1.0000417,0.99992543
0.48164374,0.777,1.0006087,1.0003184
0.69685936,0.633,1.2693546,1.1440773
0.53461874,0.899,1.0004085,1.0000542
0.17815313,0.345,1.0000018,1.0000287
0.14740625,0.904,0.99996805,1.0001999
0.6857531,0.344,2.278427,1.82321
0.09732813,0.068,1.0003363,1.0001729
0.77715313,0.388,2.3196826,1.9060736
0.68918437,0.382,2.1066964,1.6977628
0.18197812,0.937,0.99993694,1.0002209
0.38617814,0.163,2.2183857,1.3998967
0.8579406,0.48,2.1362908,1.7882276
0.91950625,0.924,1.1598408,1.1016344
0.7719687,0.062,3.7406473,3.0104468
0.72205937,0.851,1.0496868,1.0239682
0.5372875,0.833,1.001567,1.0006388
0.65860623,0.97,1.0040337,1.0018829
0.7493531,0.333,2.5000772,2.0375793
0.062078126,0.783,1.0000639,1.000132
0.15284063,0.937,0.99995357,1.0002067
0.03601875,0.626,1.0000986,1.0000988
0.037253127,0.268,1.0000345,0.99989706
0.13251875,0.082,1.000275,1.0001276
0.7066406,0.14,3.3389933,2.666441
0.66085935,0.779,1.0482452,1.0226449
0.65924686,0.53,1.4387655,1.2392304
0.56442815,0.556,1.1552541,1.0718198
0.59095,0.192,2.8461797,2.1376286
0.6389313,0.634,1.163375,1.0810968
0.6198656,0.168,3.0522473,2.3272672
0.6885844,0.775,1.0717775,1.0347592
0.49063125,0.312,1.7296236,1.3352922
0.6640813,0.795,1.0422091,1.0196594
0.8569813,0.209,3.2384963,2.7529767
0.6821687,0.998,1.0058584,1.0032166
0.65633124,0.057,3.6999571,2.7767932
0.6965687,0.224,2.909448,2.3254962
0.124478124,0.686,1.0000968,1.0001563
0.83735937,0.757,1.280411,1.1622449
0.16523437,0.852,0.9999775,1.0002024
0.60100937,0.622,1.1210719,1.0574417
0.3773625,0.53,1.0007398,1.0002261
0.349375,0.312,1.055844,1.0146227
0.33995312,0.121,2.2881186,1.292965
0.5617812,0.504,1.2533505,1.1201292
0.29006562,0.355,1.0001528,0.9999241
0.3170625,0.756,1.000142,1.0001333
0.5243656,0.999,0.9998303,0.9998061
0.48365,0.08,3.3728316,2.1692123
0.6668062,0.99,1.0042496,1.0021713
0.27485937,0.301,1.0001116,0.9999053
0.38752812,0.348,1.1075051,1.0341269
0.825275,0.006,3.9767635,3.1567242
0.17322813,0.529,1.0000842,1.0001202
0.17880937,0.958,0.999935,1.0002222
0.7214219,0.957,1.0156447,1.008579
0.90089685,0.263,3.0911295,2.6494958
0.50725627,0.406,1.3719394,1.1671697
0.60512185,0.585,1.1833557,1.0891663
0.9462219,0.503,2.2477517,1.905989
0.63735,0.03,3.8339713,2.7733393
0.5041406,0.128,3.0527785,2.0810866
0.76168436,0.805,1.1150233,1.05964
0.21444687,0.839,0.99996424,1.0002137
0.7173156,0.269,2.7306688,2.2020812
0.7969594,0.518,1.8416908,1.5427045
0.7378156,0.953,1.0210276,1.011686
0.58816564,0.241,2.5436487,1.9254607
0.19000626,0.425,1.0000399,1.0000713
0.28979376,0.49,1.0002203,1.0000175
0.8273906,0.721,1.3318797,1.1939981
0.5528375,0.769,1.0069082,1.0031434
0.9347156,0.154,3.5161898,3.0572996
0.93215,0.249,3.1863482,2.757062
0.13699062,0.443,1.0000882,1.0000799
0.025634374,0.808,1.000033,1.0000993
0.003434375,0.31,1.0000559,0.9998589
0.31116563,0.24,1.0445664,1.0083494
0.83505,0.315,2.7684395,2.3174188
0.029709375,0.091,1.0001192,0.9999618
0.35740313,0.876,1.0000721,1.0001245
0.2805875,0.055,2.417052,1.0895866
0.21170625,0.856,0.99995583,1.0002164
0.4476625,0.489,1.047033,1.017463
0.86903435,0.114,3.6019375,3.0609393
0.07649688,0.162,1.0000892,0.9999476
0.668875,0.566,1.3628345,1.1955811
0.23982812,0.942,0.9999324,1.0002302
0.46785313,0.356,1.4058108,1.1691586
0.8236625,0.702,1.3648531,1.2148921
0.17890625,0.157,1.0000578,0.9999595
0.46356875,0.747,1.0005062,1.0002731
0.17663126,0.014,0.9994745,1.0002396
0.74074686,0.351,2.39458,1.9471544
0.20960937,0.352,1.0000169,1.0000263
0.30844375,0.255,1.0216708,1.0041816
0.22756875,0.403,1.0000612,1.0000482
0.90313435,0.751,1.4024595,1.2482792
0.37193125,0.592,1.000169,0.99996847
0.4725625,0.828,1.0001701,1.0000776
0.30099374,0.079,2.4192412,1.1721781
0.38626564,0.311,1.2000949,1.0629567
0.01038125,0.598,1.0000668,1.0000671
0.6221844,0.528,1.3475308,1.1796762
0.17765938,0.916,0.99994403,1.0002165
0.10654375,0.733,1.0000844,1.0001559
0.9500531,0.785,1.4114466,1.2601861
0.20342812,0.48,1.0000615,1.0000975
0.19447188,0.656,1.0000583,1.0001677
0.56719685,0.605,1.093324,1.0424846
0.7821406,0.234,3.0226738,2.5024533
0.551,0.507,1.219684,1.101876
0.27825,0.127,1.1331561,1.0120358
0.5929125,0.037,3.775201,2.6451745
0.3431375,0.879,1.0000614,1.0001454
0.27019063,0.531,1.0001664,1.0000803
0.5626531,0.84,1.0029066,1.0011585
0.1052875,0.599,1.0001335,1.0001305
0.3552125,0.348,1.0297403,1.0081948
0.13135,0.359,1.0000447,1.0000362
0.24744062,0.405,1.000111,1.000032
0.75675935,0.972,1.0239671,1.0143799
0.35239062,0.358,1.0194374,1.0053663
0.4869,0.64,1.009791,1.0040959
0.40890625,0.307,1.3308271,1.1144747
0.36704063,0.41,1.0109551,1.0033205
0.19142188,0.641,1.0000653,1.0001626
0.33060938,0.207,1.2895318,1.0624619
0.8489219,0.215,3.2042663,2.7162597
0.33703125,0.504,1.0001811,0.9999386
0.15746562,0.766,1.0000309,1.0001851
0.7972906,0.156,3.3773863,2.8125262
0.08150312,0.905,1.0000099,1.0001519
0.1091625,0.216,1.0000365,0.9999665
0.31221563,0.784,1.0001086,1.0001513
0.07126875,0.568,1.0001367,1.0001101
0.7017281,0.507,1.628878,1.3687958
0.7438281,0.517,1.7074007,1.4327308
0.7456313,0.497,1.7850581,1.4877613
0.84999377,0.039,3.8576086,3.1712935
0.092059374,0.195,1.0000559,0.99995327
0.9211875,0.371,2.7050579,2.301849
0.7849187,0.48,1.9545897,1.6235982
0.47837812,0.104,3.1734812,2.065702
0.0047875,0.573,1.000062,1.000053
0.4284,0.944,0.99994034,1.0000197
0.11246875,0.879,1.0000039,1.0001749
0.7989187,0.128,3.4926593,2.9015229
0.6746375,0.828,1.0337914,1.0155389
0.3277625,0.612,1.0002409,1.0000236
0.60019374,0.396,1.7540171,1.4137281
0.54876876,0.413,1.4970999,1.2442359
0.14572187,0.735,1.0000566,1.0001744
0.5103281,0.065,3.5242603,2.3169794
0.84108126,0.071,3.73897,3.110454
0.07501875,0.415,1.0001029,1.0000513
0.17480312,0.217,0.9999974,0.99996805
0.12769063,0.497,1.0001162,1.0001025
0.30840626,0.625,1.0002182,1.0000744
0.79744685,0.39,2.3610833,1.9492828
0.57566565,0.186,2.8439796,2.1107213
0.29411876,0.873,1.0000072,1.000195
0.6498,0.909,1.0076226,1.003159
0.3218344,0.813,1.0000982,1.0001504
0.30525,0.088,2.3204317,1.1777292
0.7454,0.946,1.0250901,1.0138162
0.28785938,0.951,0.99996436,1.0002147
0.37296563,0.433,1.0082934,1.0026017
0.34756875,0.179,1.6934024,1.1713101
0.6212281,0.028,3.8394444,2.7344537
0.06309687,0.41,1.0000974,1.0000404
0.58879375,0.989,1.0004076,0.99993306
0.88456875,0.131,3.5539334,3.0420382
0.70496565,0.192,3.084646,2.4733813
0.062003125,0.505,1.000128,1.0000858
0.075365625,0.447,1.0001174,1.0000682
0.39054376,0.791,1.0001312,1.000038
0.09620938,0.467,1.0001245,1.0000849
0.14394063,0.73,1.0000606,1.0001727
0.27143124,0.135,1.0479561,1.003905
0.86974686,0.596,1.7493232,1.490162
0.33546874,0.788,1.0001408,1.0001217
0.55787814,0.228,2.5275776,1.8738892
0.2272,0.977,0.9999273,1.0002357
0.437125,0.966,0.9999078,1.0000023
0.23680937,0.401,1.0000815,1.0000402
0.3559406,0.716,1.000205,1.0000452
0.937275,0.059,3.8161108,3.2635255
0.68595,0.236,2.8257608,2.247915
0.32924688,0.8,1.0001218,1.0001359
0.4673125,0.297,1.698884,1.3027008
0.8392531,0.385,2.479843,2.0677931
0.84959376,0.632,1.5944622,1.3742095
0.87350315,0.853,1.1866729,1.1086727
0.9192125,0.683,1.5981472,1.3871073
0.49293125,0.604,1.0221664,1.0090463
0.7287469,0.026,3.8803084,2.9795058
0.76705,0.783,1.144205,1.0761931
0.75219065,0.914,1.0377905,1.0196084
0.599225,0.346,1.9922075,1.5644948
0.253425,0.895,0.999953,1.0002201
0.7370625,0.065,3.7095487,2.9384573
0.00034375,0.886,0.9999933,1.0000657
0.50925,0.514,1.1164614,1.0494684
0.74233127,0.844,1.0671871,1.0333824
0.06763125,0.893,1.0000176,1.0001391
0.56645,0.37,1.7517759,1.3953187
0.766775,0.711,1.2474743,1.136589
0.13406563,0.687,1.0000896,1.0001602
0.72186875,0.626,1.3347362,1.1853919
0.6180437,0.055,3.6858385,2.6827404
0.9258781,0.312,2.9424021,2.5238745
0.84449065,0.25,3.0569336,2.581463
0.287275,0.36,1.0001572,0.9999265
0.652675,0.681,1.1208546,1.0594851
0.36653438,0.405,1.0121723,1.003663
0.16903125,0.191,1.000024,0.9999668
0.6967813,0.056,3.728478,2.8718426
0.3351125,0.003,3.9589026,1.5407292
0.31975,0.894,1.0000256,1.0001771
0.297225,0.476,1.000227,0.99998873
0.32036564,0.724,1.0001751,1.0001128
0.5422062,0.825,1.002072,1.0008694
0.73390627,0.079,3.6457682,2.902263
0.39355314,0.25,1.541326,1.178422
0.86631876,0.801,1.2504919,1.1462048
0.3481375,0.502,1.000225,0.99997455
0.9030344,0.676,1.5842881,1.3748217
0.8294125,0.737,1.3040779,1.176473
0.8431031,0.542,1.8693161,1.574772
0.31115624,0.839,1.0000585,1.0001711
0.11369687,0.73,1.0000818,1.000159
0.2027,0.32,0.9999982,1.0000095
0.83716875,0.384,2.4794047,2.0664954
0.9437531,0.275,3.1076245,2.6890008
0.26586562,0.53,1.0001552,1.0000855
0.85295314,0.515,1.9911005,1.6711539
0.575375,0.941,1.0006233,1.0000273
0.31554687,0.543,1.000241,0.99999696
0.6681844,0.905,1.0115328,1.0050627
0.6724219,0.325,2.334452,1.8561443
0.20846562,0.933,0.99992913,1.0002277
0.040996876,0.29,1.0000389,0.99992174
0.047025,0.04,1.0003077,1.000147
0.22184688,0.173,1.0000291,0.9998725
0.1020625,0.325,1.0000461,1.0000108
0.63115627,0.87,1.0092106,1.0038025
0.24370313,0.263,1.0000776,0.9999196
0.30376562,0.983,0.9999742,1.0002091
0.2507125,0.063,1.058291,0.9992129
0.14265312,0.835,1.0000031,1.0001891
0.031865627,0.77,1.0000516,1.0001057
0.484625,0.547,1.0455612,1.0182155
0.7007656,0.038,3.8160717,2.9091606
0.633925,0.764,1.038528,1.0178522
0.551925,0.854,1.0017072,1.0006269
0.85863435,0.301,2.8713448,2.423032
0.49735624,0.948,0.9998709,0.9998987
0.649475,0.35,2.139575,1.6981481
0.74135935,0.058,3.742522,2.9600756
0.7941375,0.42,2.224034,1.8365468
0.51368123,0.157,2.867727,2.0026503
0.06478125,0.375,1.0000801,1.0000193
0.76515,0.059,3.7498043,3.0033379
0.6842656,0.453,1.7820184,1.4662575
0.4905531,0.159,2.780924,1.9007887
0.5025875,0.19,2.5931091,1.8217596
0.4932375,0.938,0.9998903,0.9999153
0.72036874,0.736,1.1425779,1.0734869
0.8103375,0.468,2.0672293,1.7182587
0.07799375,0.354,1.0000691,1.0000157
0.91987187,0.024,3.9218395,3.2783756
0.38468125,0.575,1.0003682,1.0000854
0.4043719,0.961,0.9999741,1.0000682
0.25044063,0.346,1.0001159,0.9999848
0.42155,0.377,1.1542487,1.0549257
0.62046564,0.849,1.0099885,1.0042018
0.5096281,0.126,3.080888,2.1105442
0.6707063,0.689,1.1351753,1.067677
0.35882813,0.437,1.003008,1.00095
0.22847188,0.333,1.0000483,1.0000027
0.78992814,0.107,3.5693145,2.9425495
0.045290627,0.07,1.00021,1.0000595
0.95072186,0.279,3.1028292,2.6880314
0.8814719,0.389,2.5543225,2.1504233
0.31253436,0.381,1.000307,0.99999857
0.10694375,0.985,0.99997866,1.0001779
0.20214374,0.445,1.0000488,1.0000801
0.753475,0.766,1.1478164,1.0776699
0.50574374,0.675,1.0091546,1.004014
0.43430936,0.549,1.0094879,1.003461
0.54859376,0.149,3.0141795,2.1664114
0.9252313,0.621,1.7928451,1.5331565
0.5836375,0.785,1.0113539,1.0050919
0.5557875,0.02,3.8666222,2.5549898
0.4303344,0.878,1.0000018,1.0000156
0.88635,0.454,2.303855,1.9358901
0.1814,0.74,1.0000273,1.0001878
0.071765624,0.318,1.0000497,0.9999859
0.7616594,0.036,3.8451364,3.0308201
0.18315938,0.573,1.0000798,1.0001383
0.67108124,0.1,3.493244,2.7063558
0.4384094,0.62,1.0023057,1.0009682
0.15974376,0.941,0.9999486,1.000211
0.86074376,0.929,1.1006339,1.0609467
0.55875,0.682,1.0296667,1.0133423
0.47702187,0.813,1.0002754,1.0001336
0.58767813,0.695,1.042524,1.019503
0.14925313,0.884,0.99997395,1.0001988
0.5877344,0.666,1.0612361,1.0281804
0.14911562,0.862,0.99998456,1.000196
0.23417188,0.722,1.0000348,1.0001856
0.11871562,0.185,1.0000665,0.9999741
0.7952844,0.497,1.9157484,1.5974513
0.19724375,0.269,0.9999858,0.9999814
0.60385,0.768,1.0217916,1.0099256
0.037959374,0.192,1.00004,0.9998648
0.31417814,0.221,1.0971675,1.0180993
0.072490625,0.293,1.0000391,0.99996924
0.17699374,0.178,1.0000333,0.9999601
0.09524375,0.362,1.0000703,1.00003
0.07849375,0.437,1.0001137,1.0000646
0.6555719,0.655,1.1588268,1.079603
0.35272813,0.191,1.6381541,1.1645638
0.7157,0.762,1.1087241,1.0547968
0.5011,0.896,1.0000769,0.9999868
0.099340625,0.015,1.0004498,1.0003631
0.37769687,0.709,1.0001742,1.0000057
0.014334375,0.316,1.0000522,0.9998911
0.7625,0.312,2.6286902,2.1523116
0.031178124,0.152,1.0000553,0.9998664
0.25859064,0.706,1.0000697,1.0001713
0.08941875,0.369,1.0000759,1.0000317
0.27675626,0.73,1.0000851,1.0001669
0.5061687,0.034,3.7463207,2.3683398
0.40435,0.223,1.8140826,1.2874539
0.5888156,0.053,3.6769793,2.6047096
0.08583125,0.431,1.0001115,1.0000648
0.6389875,0.289,2.4244723,1.8956379
0.40001875,0.273,1.4469304,1.1506239
0.51689065,0.89,1.0002512,1.000034
0.43665,0.588,1.0044087,1.0017135
0.3678344,0.033,3.6142166,1.718619
0.88035625,0.752,1.3609148,1.2181262
0.43550313,0.549,1.0099504,1.0036318
0.32365313,0.293,1.0204458,1.0046237
0.26614064,0.164,1.0065227,1.0004665
0.28344688,0.809,1.0000381,1.0001868
0.188775,0.834,0.9999727,1.000208
0.2108125,0.623,1.0000659,1.0001571
0.0175,0.969,0.9999985,1.000082
0.6738875,0.754,1.0745282,1.0360094
0.16214062,0.848,0.9999817,1.0002005
0.29846564,0.735,1.0001242,1.0001477
0.43083125,0.709,1.0002494,1.0001094
0.3056,0.001,3.983925,1.3314459
0.35734376,0.619,1.0001943,0.99996954
0.7510281,0.001,3.9957209,3.0336013
0.1722125,0.024,0.9997205,1.0002327
0.44499063,0.749,1.0002316,1.0001141
0.34727812,0.506,1.0002056,0.99996334
0.47015938,0.717,1.0011472,1.0005895
0.54125935,0.28,2.1429732,1.610551
0.0460375,0.979,1.0000023,1.0001163
0.46904686,0.285,1.780282,1.3427044
0.9265281,0.502,2.2087805,1.8677255
0.9273375,0.64,1.7386503,1.4923109
0.5118344,0.421,1.3372514,1.151755
0.5184406,0.713,1.0067755,1.0030929
0.15348125,0.917,0.9999588,1.000205
0.8152594,0.408,2.326908,1.9289082
0.9166,0.428,2.471668,2.0908139
0.31435314,0.838,1.0000643,1.0001674
0.41930625,0.382,1.1358693,1.0480059
0.42031562,0.724,1.0001445,1.0000365
0.0538125,0.507,1.000123,1.0000812
0.44294688,0.946,0.999909,0.9999915
0.42695314,0.619,1.0013703,1.0005794
0.47034064,0.937,0.99988055,0.9999464
0.12605,0.431,1.0000919,1.0000733
0.93794686,0.283,3.0700033,2.6502721
0.8146281,0.225,3.1140897,2.6090672
0.60302186,0.304,2.2293246,1.7255251
0.5985094,0.899,1.0027909,1.0009209
0.47015625,0.141,2.853442,1.88709
0.55310935,0.606,1.074314,1.0331448
0.9424625,0.482,2.318246,1.9653151
0.14843437,0.773,1.0000334,1.0001824
0.4207125,0.814,1.0000747,1.0000201
0.6726813,0.621,1.2463567,1.1287948
0.36689687,0.164,2.0448444,1.3012112
0.84415936,0.198,3.2650867,2.765614
0.08415312,0.14,1.0001341,0.9999805
0.21053438,0.52,1.0000719,1.0001154
0.9115281,0.166,3.4559786,2.987282
0.7354625,0.575,1.4981892,1.2901267
0.22114062,0.178,1.0000312,0.9998798
0.37439376,0.931,1.0000232,1.0001143
0.7032781,0.126,3.4016256,2.7045147
0.5409688,0.609,1.0581297,1.0254803
0.958625,0.089,3.7335565,3.2409368
0.029659376,0.095,1.000112,0.99995273
0.12768437,0.761,1.0000564,1.0001706
0.43066874,0.826,1.0000566,1.0000181
0.5635719,0.205,2.6910715,1.9895278
0.6132187,0.187,2.9289231,2.2303808
0.1740375,0.184,1.0000284,0.99996287
0.30402812,0.314,1.0013947,1.0002998
0.015246875,0.157,1.000042,0.9998227
0.6393125,0.944,1.0035769,1.0013944
0.31773436,0.396,1.0003172,1.000005
0.40819064,0.62,1.0004951,1.000184
0.23627813,0.788,0.99999857,1.0002023
0.08281875,0.788,1.0000628,1.0001472
0.28714687,0.149,1.1357518,1.0156915
0.92887187,0.122,3.6154144,3.1311357
0.71382815,0.913,1.0224525,1.0109499
0.4213156,0.54,1.0066943,1.0024087
0.52844375,0.645,1.0270098,1.0117223
0.4178,0.956,0.99995285,1.0000414
0.8295969,0.041,3.8448331,3.1383388
0.91365314,0.277,3.0566976,2.6247332
0.36927813,0.628,1.0001682,0.99996537
0.30271563,0.66,1.0001876,1.0001054
0.92724687,0.426,2.501438,2.120754
0.16996875,0.384,1.0000266,1.0000502
0.50312185,0.653,1.0125574,1.0053644
0.23779687,0.683,1.0000575,1.0001729
0.2584406,0.735,1.0000521,1.0001807
0.19589375,0.845,0.99996436,1.0002118
0.8048469,0.928,1.0606127,1.0344832
0.7280469,0.014,3.9351146,2.9867702
0.8345875,0.715,1.3570526,1.2109275
0.19648437,0.508,1.0000683,1.0001115
0.53805935,0.694,1.0157387,1.0070423
0.20801875,0.21,1.0000143,0.99993473
0.91679376,0.044,3.8573258,3.2567804
0.4178281,0.841,1.0000556,1.0000256
0.724625,0.69,1.2143234,1.1142988
0.8759062,0.15,3.479677,2.9752882
0.26946875,0.538,1.0001627,1.0000854
0.00208125,0.853,0.9999991,1.0000703
0.46735626,0.355,1.4077888,1.1698339
